#SOD C PRN   ELEV    AZIM     FLAG  LEO-X         LEO-Y           LEO-Z  LEO-APO-X LEO-APO-Y LEO-APO-Z  SAT-X         SAT-Y           SAT-Z  SAT-APO-X SAT-APO-Y SAT-APO-Z         SAT-CLK CODE-BIA PHASE-BIA     TOF          DTR       CORR-CODE     CORR-PHASE       GEOM-RNGE   CODE-RES  PHASE-RES       RCVR-CLK       SUERE   
00060 E 21   28.800  282.100    1   -3980702.931   -4097000.185    5186815.677   -0.575   -1.264    0.089  -23459594.119    6714391.735   16742147.997    0.841   -0.294   -0.751    -171858.487    0.000    0.000   83.713         -0.237   25096594.340   25096594.399   25096595.430    -0.2264    -0.1676         -0.864     0.8000 
00060 E 27   72.400  355.800    1   -3980702.931   -4097000.185    5186815.677   -0.575   -1.264    0.089  -12057455.840  -11707975.624   24361758.111    0.316    0.399   -0.908     -73820.858    0.000    0.000   73.901         -0.418   22154892.598   22154892.581   22154893.411     0.0515     0.0351         -0.864     0.8000 
00060 E 30   30.800   77.100    1   -3980702.931   -4097000.185    5186815.677   -0.575   -1.264    0.089    6629832.777  -23080407.253   17304472.097   -0.322    0.701   -0.586    -244125.887    0.000    0.000   83.043         -0.667   24895597.423   24895597.347   24895598.186     0.1021     0.0253         -0.864     0.8000 
00060 G 06   25.300  137.400    1   -3980702.940   -4097000.195    5186815.689   -0.584   -1.274    0.101   -6074223.090  -25790646.686     661349.239   -0.031    1.453   -0.189     134609.187    1.144    0.000   74.249         -1.937   22259311.943   22259310.585   22259312.013    -0.7731    -2.1315          0.703     1.0000 
00060 G 12   22.300  277.500    1   -3980702.940   -4097000.195    5186815.689   -0.584   -1.274    0.101  -21889399.960    7077563.934   12928568.313    0.583   -0.198   -0.355    -139881.173    0.799    0.000   74.998          3.891   22483929.591   22483928.002   22483928.618     0.2700    -1.3188          0.703     1.0000 
00060 G 14   15.800   81.700    1   -3980702.940   -4097000.195    5186815.689   -0.584   -1.274    0.101   10192841.160  -21369549.112   11874554.839   -0.697    1.604   -0.841      88524.226    0.100    0.000   77.797          1.498   23322867.979   23322868.720   23322867.607    -0.3315     0.4102          0.703     1.0000 
00060 G 15   19.700  232.800    1   -3980702.940   -4097000.195    5186815.689   -0.584   -1.274    0.101  -26525334.769   -2516401.598     758680.627    0.572    0.057   -0.021      34753.575    0.748    0.000   76.819        -10.616   23029701.304   23029699.344   23029700.309     0.2917    -1.6686          0.703     1.0000 
00060 G 17   40.400   50.200    1   -3980702.940   -4097000.195    5186815.689   -0.584   -1.274    0.101    2705006.712  -15050835.907   22138616.644   -0.075    0.398   -0.585     215898.780    0.384    0.000   70.921         -3.124   21261439.769   21261439.396   21261438.944     0.1220    -0.2514          0.703     1.0000 
00060 G 19   70.300   71.400    1   -3980702.940   -4097000.195    5186815.689   -0.584   -1.274    0.101   -7907923.143  -16897413.642   18852622.430    0.207    0.457   -0.515     127363.343   -1.776    0.000   63.817          6.117   19131857.035   19131858.870   19131856.074     0.2584     2.0930          0.703     1.0000 
00060 G 22   35.800   71.100    1   -3980702.940   -4097000.195    5186815.689   -0.584   -1.274    0.101    4104590.337  -19662553.329   17957169.291   -0.145    0.686   -0.621      15115.327   -0.723    0.000   72.372          1.738   21696552.540   21696552.545   21696551.405     0.4316     0.4364          0.703     1.0000 
00060 G 24   60.200  293.700    1   -3980702.940   -4097000.195    5186815.689   -0.584   -1.274    0.101  -17137300.970   -4994510.999   19379842.747    0.582    0.272   -1.253    -123348.582    0.780    0.000   64.624         -9.040   19373787.220   19373786.427   19373786.786    -0.2690    -1.0615          0.703     1.0000 
